dataset,n_donors,trial,cell_type,n_cells_in_copula,n_train_cells_in_obs,n_genes_primary,k_max,has_cov_mat
aida,5d,2,CD14-positive_monocyte,1829,1829,565,473,True
aida,5d,2,CD141-positive_myeloid_dendritic_cell,11,11,457,4,True
aida,5d,2,CD16-negative__CD56-bright_natural_killer_cell__human,39,39,481,12,True
aida,5d,2,CD16-positive__CD56-dim_natural_killer_cell__human,1331,1331,454,590,True
aida,5d,2,CD1c-positive_myeloid_dendritic_cell,144,144,656,45,True
aida,5d,2,CD4-positive__alpha-beta_T_cell,154,154,403,57,True
aida,5d,2,CD4-positive__alpha-beta_cytotoxic_T_cell,91,91,422,58,True
aida,5d,2,CD8-positive__alpha-beta_T_cell,9,9,522,3,True
aida,5d,2,CD8-positive__alpha-beta_cytotoxic_T_cell,416,416,441,183,True
aida,5d,2,CD8-positive__alpha-beta_memory_T_cell,382,382,424,142,True
aida,5d,2,T_cell,110,110,435,64,True
aida,5d,2,central_memory_CD4-positive__alpha-beta_T_cell,1269,1269,408,319,True
aida,5d,2,conventional_dendritic_cell,2,2,541,2,True
aida,5d,2,double_negative_T_regulatory_cell,7,7,384,2,True
aida,5d,2,effector_memory_CD4-positive__alpha-beta_T_cell,238,238,419,66,True
aida,5d,2,erythrocyte,2,2,593,2,True
aida,5d,2,gamma-delta_T_cell,333,333,435,198,True
aida,5d,2,innate_lymphoid_cell,5,5,343,2,True
aida,5d,2,mature_B_cell,39,39,486,12,True
aida,5d,2,memory_B_cell,252,252,470,73,True
aida,5d,2,monocyte,104,104,673,29,True
aida,5d,2,mucosal_invariant_T_cell,206,206,436,86,True
aida,5d,2,naive_B_cell,371,371,386,195,True
aida,5d,2,naive_thymus-derived_CD4-positive__alpha-beta_T_cell,1305,1305,353,545,True
aida,5d,2,naive_thymus-derived_CD8-positive__alpha-beta_T_cell,322,322,372,106,True
aida,5d,2,natural_killer_cell,58,58,478,51,True
aida,5d,2,plasma_cell,12,12,384,8,True
aida,5d,2,plasmacytoid_dendritic_cell,40,40,567,16,True
aida,5d,2,platelet,119,119,451,62,True
aida,5d,2,regulatory_T_cell,98,98,416,24,True
aida,5d,3,B_cell,39,39,449,22,True
aida,5d,3,CD14-low__CD16-positive_monocyte,375,375,641,161,True
aida,5d,3,CD14-positive_monocyte,1725,1725,554,446,True
aida,5d,3,CD141-positive_myeloid_dendritic_cell,6,6,436,3,True
aida,5d,3,CD16-negative__CD56-bright_natural_killer_cell__human,58,58,463,33,True
aida,5d,3,CD16-positive__CD56-dim_natural_killer_cell__human,1643,1643,424,496,True
aida,5d,3,CD1c-positive_myeloid_dendritic_cell,113,113,614,36,True
aida,5d,3,CD4-positive__alpha-beta_T_cell,214,214,398,69,True
aida,5d,3,CD4-positive__alpha-beta_cytotoxic_T_cell,105,105,424,35,True
aida,5d,3,CD8-positive__alpha-beta_T_cell,17,17,377,6,True
aida,5d,3,CD8-positive__alpha-beta_cytotoxic_T_cell,594,594,427,377,True
aida,5d,3,CD8-positive__alpha-beta_memory_T_cell,233,233,425,72,True
aida,5d,3,T_cell,130,130,390,73,True
aida,5d,3,central_memory_CD4-positive__alpha-beta_T_cell,943,943,392,225,True
aida,5d,3,dendritic_cell,2,2,511,1,True
aida,5d,3,double_negative_T_regulatory_cell,4,4,554,2,True
aida,5d,3,effector_memory_CD4-positive__alpha-beta_T_cell,182,182,402,51,True
aida,5d,3,gamma-delta_T_cell,216,216,421,101,True
aida,5d,3,mature_B_cell,23,23,498,8,True
aida,5d,3,memory_B_cell,316,316,448,123,True
aida,5d,3,monocyte,130,130,578,49,True
aida,5d,3,mucosal_invariant_T_cell,145,145,417,38,True
aida,5d,3,naive_B_cell,237,237,383,70,True
aida,5d,3,naive_thymus-derived_CD4-positive__alpha-beta_T_cell,1412,1412,333,499,True
aida,5d,3,naive_thymus-derived_CD8-positive__alpha-beta_T_cell,563,563,355,179,True
aida,5d,3,natural_killer_cell,48,48,472,22,True
aida,5d,3,plasma_cell,20,20,282,8,True
aida,5d,3,plasmacytoid_dendritic_cell,29,29,588,9,True
aida,5d,3,platelet,58,58,431,28,True
aida,5d,3,regulatory_T_cell,100,100,406,36,True
aida,5d,4,B_cell,70,70,402,24,True
aida,5d,4,CD14-low__CD16-positive_monocyte,480,480,653,147,True
aida,5d,4,CD14-positive_monocyte,2110,2110,588,543,True
aida,5d,4,CD141-positive_myeloid_dendritic_cell,10,10,407,4,True
aida,5d,4,CD16-negative__CD56-bright_natural_killer_cell__human,37,37,429,14,True
aida,5d,4,CD16-positive__CD56-dim_natural_killer_cell__human,1010,1010,434,285,True
aida,5d,4,CD1c-positive_myeloid_dendritic_cell,157,157,644,44,True
aida,5d,4,CD4-positive__alpha-beta_T_cell,208,208,387,77,True
aida,5d,4,CD4-positive__alpha-beta_cytotoxic_T_cell,153,153,391,117,True
aida,5d,4,CD8-positive__alpha-beta_T_cell,20,20,367,16,True
aida,5d,4,CD8-positive__alpha-beta_cytotoxic_T_cell,677,677,429,267,True
aida,5d,4,CD8-positive__alpha-beta_memory_T_cell,573,573,405,281,True
aida,5d,4,T_cell,297,297,395,143,True
aida,5d,4,central_memory_CD4-positive__alpha-beta_T_cell,1084,1084,396,308,True
aida,5d,4,conventional_dendritic_cell,3,3,637,2,True
aida,5d,4,double_negative_T_regulatory_cell,2,2,409,1,True
aida,5d,4,effector_memory_CD4-positive__alpha-beta_T_cell,241,241,367,113,True
aida,5d,4,erythrocyte,2,2,449,1,True
aida,5d,4,gamma-delta_T_cell,206,206,430,84,True
aida,5d,4,innate_lymphoid_cell,5,5,313,3,True
aida,5d,4,mature_B_cell,52,52,447,19,True
aida,5d,4,memory_B_cell,330,330,419,89,True
aida,5d,4,monocyte,251,251,664,84,True
aida,5d,4,mucosal_invariant_T_cell,111,111,419,46,True
aida,5d,4,naive_B_cell,336,336,381,178,True
aida,5d,4,naive_thymus-derived_CD4-positive__alpha-beta_T_cell,1427,1427,319,630,True
aida,5d,4,naive_thymus-derived_CD8-positive__alpha-beta_T_cell,391,391,319,157,True
aida,5d,4,natural_killer_cell,54,54,448,20,True
aida,5d,4,plasma_cell,16,16,306,7,True
aida,5d,4,plasmacytoid_dendritic_cell,17,17,569,9,True
aida,5d,4,platelet,177,177,402,57,True
aida,5d,4,regulatory_T_cell,116,116,374,32,True
aida,5d,5,B_cell,40,40,363,16,True
aida,5d,5,CD14-low__CD16-positive_monocyte,176,176,677,77,True
aida,5d,5,CD14-positive_monocyte,1044,1044,578,326,True
aida,5d,5,CD16-negative__CD56-bright_natural_killer_cell__human,18,18,500,13,True
aida,5d,5,CD16-positive__CD56-dim_natural_killer_cell__human,571,571,457,273,True
aida,5d,5,CD1c-positive_myeloid_dendritic_cell,78,78,659,26,True
aida,5d,5,CD4-positive__alpha-beta_T_cell,87,87,373,42,True
aida,5d,5,CD4-positive__alpha-beta_cytotoxic_T_cell,31,31,450,14,True
aida,5d,5,CD8-positive__alpha-beta_T_cell,9,9,515,8,True
aida,5d,5,CD8-positive__alpha-beta_cytotoxic_T_cell,310,310,467,137,True
aida,5d,5,CD8-positive__alpha-beta_memory_T_cell,196,196,439,60,True
aida,5d,5,T_cell,25,25,467,12,True
aida,5d,5,central_memory_CD4-positive__alpha-beta_T_cell,664,664,415,241,True
aida,5d,5,dendritic_cell,2,2,525,2,True
aida,5d,5,effector_memory_CD4-positive__alpha-beta_T_cell,141,141,404,60,True
aida,5d,5,gamma-delta_T_cell,159,159,463,91,True
aida,5d,5,mature_B_cell,19,19,499,7,True
aida,5d,5,memory_B_cell,191,191,466,72,True
aida,5d,5,monocyte,33,33,632,12,True
aida,5d,5,mucosal_invariant_T_cell,96,96,422,77,True
aida,5d,5,naive_B_cell,222,222,390,132,True
aida,5d,5,naive_thymus-derived_CD4-positive__alpha-beta_T_cell,824,824,364,516,True
aida,5d,5,naive_thymus-derived_CD8-positive__alpha-beta_T_cell,359,359,378,288,True
aida,5d,5,natural_killer_cell,10,10,411,8,True
aida,5d,5,plasma_cell,14,14,338,8,True
aida,5d,5,plasmacytoid_dendritic_cell,18,18,586,18,True
aida,5d,5,platelet,37,37,463,16,True
aida,5d,5,regulatory_T_cell,69,69,419,37,True
aida,5d,6,B_cell,47,47,403,17,True
aida,5d,6,CD14-low__CD16-positive_monocyte,275,275,624,91,True
aida,5d,6,CD14-positive_monocyte,1412,1412,518,606,True
aida,5d,6,CD141-positive_myeloid_dendritic_cell,2,2,423,1,True
aida,5d,6,CD16-negative__CD56-bright_natural_killer_cell__human,32,32,441,10,True
aida,5d,6,CD16-positive__CD56-dim_natural_killer_cell__human,1454,1454,397,659,True
aida,5d,6,CD1c-positive_myeloid_dendritic_cell,90,90,638,31,True
aida,5d,6,CD4-positive__alpha-beta_T_cell,150,150,391,37,True
aida,5d,6,CD4-positive__alpha-beta_cytotoxic_T_cell,186,186,380,74,True
aida,5d,6,CD8-positive__alpha-beta_T_cell,31,31,396,12,True
aida,5d,6,CD8-positive__alpha-beta_cytotoxic_T_cell,638,638,412,315,True
aida,5d,6,CD8-positive__alpha-beta_memory_T_cell,532,532,398,195,True
aida,5d,6,T_cell,79,79,415,26,True
aida,5d,6,central_memory_CD4-positive__alpha-beta_T_cell,1142,1142,391,365,True
aida,5d,6,double_negative_T_regulatory_cell,6,6,391,4,True
aida,5d,6,effector_memory_CD4-positive__alpha-beta_T_cell,248,248,375,90,True
aida,5d,6,gamma-delta_T_cell,211,211,422,89,True
aida,5d,6,mature_B_cell,32,32,453,10,True
aida,5d,6,memory_B_cell,267,267,430,94,True
aida,5d,6,monocyte,89,89,557,36,True
aida,5d,6,mucosal_invariant_T_cell,201,201,406,60,True
aida,5d,6,naive_B_cell,347,347,354,189,True
aida,5d,6,naive_thymus-derived_CD4-positive__alpha-beta_T_cell,950,950,327,288,True
aida,5d,6,naive_thymus-derived_CD8-positive__alpha-beta_T_cell,586,586,350,283,True
aida,5d,6,natural_killer_cell,21,21,413,13,True
aida,5d,6,plasma_cell,26,26,259,20,True
aida,5d,6,plasmacytoid_dendritic_cell,14,14,574,8,True
aida,5d,6,platelet,46,46,411,36,True
aida,5d,6,regulatory_T_cell,99,99,399,41,True
aida,10d,1,B_cell,99,99,431,30,True
aida,10d,1,CD14-low__CD16-positive_monocyte,872,872,647,155,True
aida,10d,1,CD14-positive_monocyte,3484,3484,598,543,True
aida,10d,1,CD141-positive_myeloid_dendritic_cell,19,19,459,4,True
aida,10d,1,CD16-negative__CD56-bright_natural_killer_cell__human,81,81,442,14,True
aida,10d,1,CD16-positive__CD56-dim_natural_killer_cell__human,2220,2220,430,452,True
aida,10d,1,CD1c-positive_myeloid_dendritic_cell,332,332,633,48,True
aida,10d,1,CD4-positive__alpha-beta_T_cell,431,431,393,77,True
aida,10d,1,CD4-positive__alpha-beta_cytotoxic_T_cell,366,366,424,173,True
aida,10d,1,CD8-positive__alpha-beta_T_cell,35,35,416,6,True
aida,10d,1,CD8-positive__alpha-beta_cytotoxic_T_cell,1397,1397,432,337,True
aida,10d,1,CD8-positive__alpha-beta_memory_T_cell,904,904,412,186,True
aida,10d,1,T_cell,556,556,413,143,True
aida,10d,1,central_memory_CD4-positive__alpha-beta_T_cell,2317,2317,395,392,True
aida,10d,1,conventional_dendritic_cell,2,2,688,1,True
aida,10d,1,dendritic_cell,2,2,600,1,True
aida,10d,1,double_negative_T_regulatory_cell,11,11,410,4,True
aida,10d,1,effector_memory_CD4-positive__alpha-beta_T_cell,537,537,403,95,True
aida,10d,1,gamma-delta_T_cell,297,297,423,49,True
aida,10d,1,innate_lymphoid_cell,7,7,378,3,True
aida,10d,1,mature_B_cell,58,58,463,12,True
aida,10d,1,memory_B_cell,482,482,428,105,True
aida,10d,1,monocyte,269,269,669,46,True
aida,10d,1,mucosal_invariant_T_cell,543,543,429,170,True
aida,10d,1,naive_B_cell,428,428,370,129,True
aida,10d,1,naive_thymus-derived_CD4-positive__alpha-beta_T_cell,2967,2967,326,630,True
aida,10d,1,naive_thymus-derived_CD8-positive__alpha-beta_T_cell,1113,1113,349,376,True
aida,10d,1,natural_killer_cell,125,125,462,35,True
aida,10d,1,plasma_cell,36,36,306,8,True
aida,10d,1,plasmacytoid_dendritic_cell,62,62,595,10,True
aida,10d,1,platelet,213,213,412,60,True
aida,10d,1,regulatory_T_cell,267,267,408,46,True
aida,10d,2,B_cell,174,174,412,40,True
aida,10d,2,CD14-low__CD16-positive_monocyte,729,729,635,123,True
aida,10d,2,CD14-positive_monocyte,3093,3093,544,490,True
aida,10d,2,CD141-positive_myeloid_dendritic_cell,9,9,489,4,True
aida,10d,2,CD16-negative__CD56-bright_natural_killer_cell__human,114,114,437,21,True
aida,10d,2,CD16-positive__CD56-dim_natural_killer_cell__human,2940,2940,425,643,True
aida,10d,2,CD1c-positive_myeloid_dendritic_cell,254,254,635,61,True
aida,10d,2,CD4-positive__alpha-beta_T_cell,458,458,385,66,True
aida,10d,2,CD4-positive__alpha-beta_cytotoxic_T_cell,229,229,415,70,True
aida,10d,2,CD8-positive__alpha-beta_T_cell,56,56,382,17,True
aida,10d,2,CD8-positive__alpha-beta_cytotoxic_T_cell,1061,1061,417,251,True
aida,10d,2,CD8-positive__alpha-beta_memory_T_cell,914,914,420,259,True
aida,10d,2,T_cell,239,239,434,47,True
aida,10d,2,central_memory_CD4-positive__alpha-beta_T_cell,2542,2542,396,642,True
aida,10d,2,conventional_dendritic_cell,2,2,553,1,True
aida,10d,2,dendritic_cell,3,3,491,1,True
aida,10d,2,double_negative_T_regulatory_cell,12,12,408,3,True
aida,10d,2,effector_memory_CD4-positive__alpha-beta_T_cell,698,698,403,229,True
aida,10d,2,gamma-delta_T_cell,362,362,439,90,True
aida,10d,2,innate_lymphoid_cell,12,12,403,5,True
aida,10d,2,mature_B_cell,86,86,451,23,True
aida,10d,2,memory_B_cell,758,758,440,135,True
aida,10d,2,monocyte,245,245,602,66,True
aida,10d,2,mucosal_invariant_T_cell,372,372,378,109,True
aida,10d,2,naive_B_cell,1184,1184,357,401,True
aida,10d,2,naive_thymus-derived_CD4-positive__alpha-beta_T_cell,3108,3108,325,434,True
aida,10d,2,naive_thymus-derived_CD8-positive__alpha-beta_T_cell,1513,1513,331,331,True
aida,10d,2,natural_killer_cell,110,110,463,46,True
aida,10d,2,plasma_cell,51,51,287,9,True
aida,10d,2,plasmacytoid_dendritic_cell,52,52,568,15,True
aida,10d,2,platelet,195,195,436,46,True
aida,10d,2,regulatory_T_cell,392,392,377,78,True
aida,10d,3,B_cell,88,88,409,14,True
aida,10d,3,CD14-low__CD16-positive_monocyte,597,597,655,80,True
aida,10d,3,CD14-positive_monocyte,3264,3264,554,469,True
aida,10d,3,CD141-positive_myeloid_dendritic_cell,18,18,491,6,True
aida,10d,3,CD16-negative__CD56-bright_natural_killer_cell__human,93,93,432,20,True
aida,10d,3,CD16-positive__CD56-dim_natural_killer_cell__human,2334,2334,415,474,True
aida,10d,3,CD1c-positive_myeloid_dendritic_cell,231,231,621,38,True
aida,10d,3,CD4-positive__alpha-beta_T_cell,364,364,380,50,True
aida,10d,3,CD4-positive__alpha-beta_cytotoxic_T_cell,353,353,401,188,True
aida,10d,3,CD8-positive__alpha-beta_T_cell,58,58,403,18,True
aida,10d,3,CD8-positive__alpha-beta_cytotoxic_T_cell,832,832,405,193,True
aida,10d,3,CD8-positive__alpha-beta_memory_T_cell,647,647,400,137,True
aida,10d,3,T_cell,273,273,422,89,True
aida,10d,3,central_memory_CD4-positive__alpha-beta_T_cell,1997,1997,385,318,True
aida,10d,3,conventional_dendritic_cell,4,4,774,2,True
aida,10d,3,dendritic_cell,3,3,734,1,True
aida,10d,3,double_negative_T_regulatory_cell,12,12,366,5,True
aida,10d,3,effector_memory_CD4-positive__alpha-beta_T_cell,467,467,389,95,True
aida,10d,3,gamma-delta_T_cell,398,398,433,107,True
aida,10d,3,innate_lymphoid_cell,5,5,317,1,True
aida,10d,3,mature_B_cell,71,71,459,19,True
aida,10d,3,memory_B_cell,435,435,442,94,True
aida,10d,3,monocyte,226,226,613,40,True
aida,10d,3,mucosal_invariant_T_cell,394,394,405,139,True
aida,10d,3,naive_B_cell,675,675,374,185,True
aida,10d,3,naive_thymus-derived_CD4-positive__alpha-beta_T_cell,3152,3152,320,573,True
aida,10d,3,naive_thymus-derived_CD8-positive__alpha-beta_T_cell,1234,1234,344,248,True
aida,10d,3,natural_killer_cell,73,73,467,30,True
aida,10d,3,plasma_cell,32,32,282,7,True
aida,10d,3,plasmacytoid_dendritic_cell,44,44,568,16,True
aida,10d,3,platelet,120,120,399,44,True
aida,10d,3,regulatory_T_cell,325,325,381,57,True
aida,10d,4,B_cell,104,104,412,16,True
aida,10d,4,CD14-low__CD16-positive_monocyte,755,755,637,123,True
aida,10d,4,CD14-positive_monocyte,3004,3004,580,512,True
aida,10d,4,CD141-positive_myeloid_dendritic_cell,12,12,452,3,True
aida,10d,4,CD16-negative__CD56-bright_natural_killer_cell__human,197,197,453,71,True
aida,10d,4,CD16-positive__CD56-dim_natural_killer_cell__human,2999,2999,421,643,True
aida,10d,4,CD1c-positive_myeloid_dendritic_cell,234,234,661,47,True
aida,10d,4,CD4-positive__alpha-beta_T_cell,321,321,382,49,True
aida,10d,4,CD4-positive__alpha-beta_cytotoxic_T_cell,276,276,403,148,True
aida,10d,4,CD8-positive__alpha-beta_T_cell,62,62,346,17,True
aida,10d,4,CD8-positive__alpha-beta_cytotoxic_T_cell,1011,1011,415,312,True
aida,10d,4,CD8-positive__alpha-beta_memory_T_cell,775,775,392,141,True
aida,10d,4,T_cell,379,379,402,104,True
aida,10d,4,central_memory_CD4-positive__alpha-beta_T_cell,2194,2194,374,356,True
aida,10d,4,conventional_dendritic_cell,4,4,720,2,True
aida,10d,4,dendritic_cell,2,2,524,1,True
aida,10d,4,double_negative_T_regulatory_cell,21,21,394,7,True
aida,10d,4,effector_memory_CD4-positive__alpha-beta_T_cell,455,455,382,77,True
aida,10d,4,gamma-delta_T_cell,306,306,409,55,True
aida,10d,4,innate_lymphoid_cell,2,2,387,2,True
aida,10d,4,mature_B_cell,107,107,448,18,True
aida,10d,4,memory_B_cell,590,590,436,89,True
aida,10d,4,monocyte,274,274,648,71,True
aida,10d,4,mucosal_invariant_T_cell,406,406,391,69,True
aida,10d,4,naive_B_cell,550,550,349,104,True
aida,10d,4,naive_thymus-derived_CD4-positive__alpha-beta_T_cell,3164,3164,306,510,True
aida,10d,4,naive_thymus-derived_CD8-positive__alpha-beta_T_cell,1703,1703,332,295,True
aida,10d,4,natural_killer_cell,148,148,471,46,True
aida,10d,4,plasma_cell,51,51,272,18,True
aida,10d,4,plasmacytoid_dendritic_cell,64,64,576,24,True
aida,10d,4,platelet,148,148,443,36,True
aida,10d,4,regulatory_T_cell,310,310,380,56,True
aida,10d,5,B_cell,124,124,431,25,True
aida,10d,5,CD14-low__CD16-positive_monocyte,897,897,653,145,True
aida,10d,5,CD14-positive_monocyte,3631,3631,579,655,True
aida,10d,5,CD141-positive_myeloid_dendritic_cell,14,14,511,2,True
aida,10d,5,CD16-negative__CD56-bright_natural_killer_cell__human,97,97,457,30,True
aida,10d,5,CD16-positive__CD56-dim_natural_killer_cell__human,2074,2074,443,444,True
aida,10d,5,CD1c-positive_myeloid_dendritic_cell,304,304,650,55,True
aida,10d,5,CD4-positive__alpha-beta_T_cell,499,499,400,80,True
aida,10d,5,CD4-positive__alpha-beta_cytotoxic_T_cell,217,217,413,96,True
aida,10d,5,CD8-positive__alpha-beta_T_cell,59,59,427,12,True
aida,10d,5,CD8-positive__alpha-beta_cytotoxic_T_cell,1121,1121,426,216,True
aida,10d,5,CD8-positive__alpha-beta_memory_T_cell,580,580,420,110,True
aida,10d,5,T_cell,271,271,436,91,True
aida,10d,5,central_memory_CD4-positive__alpha-beta_T_cell,2261,2261,405,627,True
aida,10d,5,double_negative_T_regulatory_cell,10,10,341,3,True
aida,10d,5,effector_memory_CD4-positive__alpha-beta_T_cell,457,457,413,96,True
aida,10d,5,gamma-delta_T_cell,507,507,443,250,True
aida,10d,5,innate_lymphoid_cell,5,5,353,3,True
aida,10d,5,mature_B_cell,98,98,474,31,True
aida,10d,5,memory_B_cell,498,498,459,106,True
aida,10d,5,monocyte,351,351,623,106,True
aida,10d,5,mucosal_invariant_T_cell,253,253,425,50,True
aida,10d,5,naive_B_cell,633,633,385,214,True
aida,10d,5,naive_thymus-derived_CD4-positive__alpha-beta_T_cell,3407,3407,352,932,True
aida,10d,5,naive_thymus-derived_CD8-positive__alpha-beta_T_cell,1279,1279,358,243,True
aida,10d,5,natural_killer_cell,66,66,492,27,True
aida,10d,5,plasma_cell,30,30,309,12,True
aida,10d,5,plasmacytoid_dendritic_cell,64,64,607,18,True
aida,10d,5,platelet,104,104,398,36,True
aida,10d,5,regulatory_T_cell,292,292,415,80,True
aida,20d,1,B_cell,215,215,407,35,True
aida,20d,1,CD14-low__CD16-positive_monocyte,1524,1524,645,168,True
aida,20d,1,CD14-positive_monocyte,5608,5608,575,468,True
aida,20d,1,CD141-positive_myeloid_dendritic_cell,29,29,476,6,True
aida,20d,1,CD16-negative__CD56-bright_natural_killer_cell__human,161,161,457,23,True
aida,20d,1,CD16-positive__CD56-dim_natural_killer_cell__human,5743,5743,423,633,True
aida,20d,1,CD1c-positive_myeloid_dendritic_cell,425,425,645,54,True
aida,20d,1,CD4-positive__alpha-beta_T_cell,771,771,403,148,True
aida,20d,1,CD4-positive__alpha-beta_cytotoxic_T_cell,423,423,407,58,True
aida,20d,1,CD8-positive__alpha-beta_T_cell,65,65,403,13,True
